gaz,liquid_tm,liquid,energy,water,nd,pressure_zad,pressure_buf,d,lin,kvch,сurrent,freq,vol,id
63.36842060089111,5.052631497383118,28.0,31.20218515396118,76.7,2307.3333336114883,8.644444370269776,8.0,18.0,7.188888881355524,102.85714149475098,12.649999997764827,50.0,5.278,488
64.95263111591339,5.178947284817696,24.0,31.98223978281021,61.7,2308.666666984558,8.322222137451172,8.0,18.0,7.144444435834885,105.42857003211975,12.624999997392298,50.0,7.436,488
66.53684163093567,5.305263072252274,24.0,32.76229441165924,61.7,2310.0,8.0,8.0,18.0,7.1,108.0,12.6,50.0,7.436,488
68.12105214595795,5.4315788596868515,23.0,33.54234904050827,61.7,2350.0,8.0,8.0,18.0,7.116666667535901,108.0,12.716666667163372,50.0,7.126,488
69.70526266098022,5.557894647121429,21.0,34.3224036693573,61.7,2390.0,8.0,8.0,18.0,7.133333335071802,108.0,12.833333334326744,50.0,6.507,488
71.2894731760025,5.684210434556007,21.0,35.10245829820633,61.7,2430.0,8.0,8.0,18.0,7.150000002607703,108.0,12.950000001490116,50.0,6.507,488
72.87368369102478,5.810526221990585,21.0,35.88251292705536,61.7,2470.0,8.0,8.0,18.0,7.166666670143604,108.0,13.066666668653488,50.0,6.507,488
74.45789420604706,5.936842009425163,21.0,36.66256755590439,61.7,2510.0,8.0,8.0,18.0,7.183333337679505,108.0,13.18333333581686,50.0,6.507,488
76.04210472106934,6.063157796859741,21.0,37.44262218475342,61.7,2550.0,8.0,8.0,18.0,7.2,108.0,13.3,50.0,6.507,488
77.62631523609161,6.189473584294319,23.0,38.22267681360245,61.7,2558.333333015442,8.516666650772095,8.16666667163372,18.0,7.333333340287209,108.0,13.31111111138016,50.0,7.126,488
79.21052575111389,6.315789371728897,23.0,39.00273144245148,61.7,2566.666666030884,9.03333330154419,8.33333334326744,18.0,7.466666680574417,108.0,13.32222222276032,50.0,7.126,488
80.79473626613617,6.442105159163475,23.0,39.78278607130051,78.0,2574.9999990463257,9.549999952316284,8.500000014901161,18.0,7.600000020861626,108.0,13.33333333414048,50.0,4.094,488
82.37894678115845,6.568420946598053,21.0,40.562840700149536,78.0,2583.3333320617676,10.066666603088379,8.666666686534882,18.0,7.733333361148834,108.0,13.34444444552064,50.0,3.738,488
83.96315729618073,6.694736734032631,23.0,41.342895328998566,55.7,2591.6666650772095,10.583333253860474,8.833333358168602,18.0,7.866666701436043,108.0,13.3555555569008,50.0,8.243,488
85.547367811203,6.821052521467209,23.0,42.122949957847595,55.7,2600.0,11.1,9.0,18.0,8.0,108.0,13.36666666828096,50.0,8.243,488
87.13157832622528,6.947368308901787,22.0,42.903004586696625,55.7,2603.2857143878937,11.057142855972051,9.0,18.0,8.0,108.0,13.37777777966112,50.0,7.885,488
88.71578884124756,7.073684096336365,22.200000002980232,43.683059215545654,57.77999992370606,2606.5714287757874,11.014285711944103,9.0,18.0,8.0,108.0,13.38888889104128,50.0,7.569599995613098,488
90.29999935626984,7.199999883770943,22.400000005960464,44.463113844394684,59.85999984741211,2609.857143163681,10.971428567916155,9.0,18.0,8.0,108.0,13.4,50.0,7.254199991226196,488
91.88420987129211,7.326315671205521,22.600000008940697,45.24316847324371,61.93999977111817,2613.1428575515747,10.928571423888206,9.0,18.0,7.75,108.0,13.380000000447035,50.0,6.938799986839294,488
93.46842038631439,7.452631458640099,22.80000001192093,46.02322310209274,64.01999969482422,2616.4285719394684,10.885714279860258,9.0,18.0,7.5,108.0,13.36000000089407,50.0,6.623399982452392,488
95.05263090133667,7.5789472460746765,23.0,46.80327773094177,66.1,2619.714286327362,10.84285713583231,9.0,18.0,7.25,108.0,13.340000001341105,50.0,6.308,488
96.63684141635895,7.7052630335092545,22.0,47.5833323597908,66.1,2623.0,10.8,9.0,18.0,7.0,108.0,13.32000000178814,50.0,6.034,488
98.22105193138123,7.831578820943832,22.0,48.36338698863983,66.1,2623.0,10.838888890296221,8.91666666418314,18.0,8.0,108.0,13.3,50.0,6.034,488
99.8052624464035,7.95789460837841,22.0,49.14344161748886,66.1,2623.0,10.877777780592442,8.83333332836628,18.0,8.0,108.0,13.3,50.0,6.034,488
101.38947296142578,8.084210395812988,21.0,49.92349624633789,78.3,2623.0,10.916666670888663,8.74999999254942,18.0,8.0,108.0,13.3,50.0,3.687,488
102.97368347644806,8.210526183247566,26.0,50.70355087518692,78.3,2623.0,10.955555561184884,8.66666665673256,18.0,8.0,108.0,13.3,50.0,4.564,488
104.55789399147034,8.336841970682144,21.0,51.48360550403595,78.3,2623.0,10.994444451481105,8.583333320915699,18.0,8.0,108.0,13.3,50.0,3.687,488
106.14210450649261,8.463157758116722,17.0,52.26366013288498,78.3,2623.0,11.033333341777325,8.499999985098839,18.0,8.0,108.0,13.3,50.0,2.984,488
107.72631502151489,8.5894735455513,20.0,53.04371476173401,78.3,2623.0,11.072222232073546,8.416666649281979,18.0,8.0,108.0,13.3,50.0,3.511,488
109.31052553653717,8.715789332985878,20.0,53.82376939058304,78.3,2623.0,11.111111122369767,8.333333313465118,18.0,8.0,108.0,13.3,50.0,3.511,488
110.89473605155945,8.842105120420456,20.0,54.60382401943207,77.0,2623.0,11.150000012665988,8.249999977648258,18.0,8.0,108.0,13.3,50.0,3.721,488
112.47894656658173,8.968420907855034,20.0,55.3838786482811,77.0,2623.0,11.188888902962209,8.166666641831398,18.0,8.0,108.0,13.3,50.0,3.721,488
114.063157081604,9.094736695289612,20.0,56.16393327713013,77.0,2623.0,11.22777779325843,8.083333306014538,18.0,8.0,108.0,13.3,50.0,3.721,488
115.64736759662628,9.22105248272419,12.0,56.94398790597916,77.0,2623.0,11.26666668355465,8.0,18.0,8.0,108.0,13.166666659712792,50.0,2.233,488
117.23157811164856,9.347368270158768,22.0,57.724042534828186,77.0,2623.0,11.30555557385087,8.0,18.0,8.0,108.0,13.033333319425584,50.0,4.094,488
118.81578862667084,9.473684057593346,22.0,58.504097163677216,77.0,2623.0,11.344444464147092,8.0,18.0,8.0,108.0,12.899999979138375,50.0,4.094,488
120.39999914169312,9.599999845027924,18.0,59.284151792526245,77.0,2623.0,11.383333354443312,8.0,18.0,8.0,108.0,12.766666638851166,50.0,3.349,488
121.9842096567154,9.726315632462502,18.0,60.064206421375275,77.0,2623.0,11.422222244739533,8.0,18.0,8.0,108.0,12.633333298563958,50.0,3.349,488
123.56842017173767,9.85263141989708,18.0,60.844261050224304,73.71666669845581,2623.0,11.461111135035754,8.0,18.0,8.0,108.0,12.5,50.0,3.349,488
125.15263068675995,9.978947207331657,20.0,61.624315679073334,70.43333339691162,2623.0,11.5,8.0,18.0,8.0,108.0,12.5,49.81538461148739,3.721,488
126.73684120178223,10.105262994766235,21.0,62.40437030792236,67.15000009536743,2623.0,11.5,8.0,18.0,8.0,108.0,12.5,49.63076922297478,3.907,488
128.3210517168045,10.231578782200813,19.0,63.18442493677139,63.86666679382324,2623.0,11.5,8.0,18.0,8.0,108.0,12.5,49.446153834462166,3.535,488
129.90526223182678,10.357894569635391,19.0,63.96447956562042,60.58333349227905,2623.0,11.5,8.0,18.0,8.0,108.0,12.5,49.261538445949554,3.535,488
131.48947274684906,10.48421035706997,13.0,64.74453419446945,57.3,2732.0,11.5,8.0,18.0,8.0,108.0,12.5,49.07692305743694,4.491,488
133.07368326187134,10.610526144504547,12.0,65.52458882331848,57.3,2732.0,11.523076923564076,8.076923079788685,18.0,8.0,108.0,12.390000000596046,48.89230766892433,4.145,488
134.65789377689362,10.736841931939125,12.0,66.30464345216751,57.3,2732.0,11.546153847128153,8.15384615957737,18.0,8.0,108.0,12.280000001192093,48.70769228041172,4.145,488
136.2421042919159,10.863157719373703,13.0,67.08469808101654,57.3,2732.0,11.56923077069223,8.230769239366055,18.0,8.0,108.0,12.17000000178814,48.52307689189911,4.491,488
137.82631480693817,10.989473506808281,11.0,67.86475270986557,57.3,2732.0,11.592307694256306,8.30769231915474,18.0,8.0,108.0,12.060000002384186,48.3384615033865,3.8,488
139.41052532196045,11.115789294242859,11.0,68.6448073387146,57.3,2732.0,11.615384617820382,8.384615398943424,18.0,8.0,108.0,11.950000002980232,48.153846114873886,3.8,488
140.99473583698273,11.242105081677437,11.0,69.42486196756363,57.3,2732.0,11.638461541384459,8.461538478732109,18.0,8.0,108.0,11.840000003576279,47.969230726361275,3.8,488
142.578946352005,11.368420869112015,10.5,70.20491659641266,57.3,2732.5714285969734,11.661538464948535,8.538461558520794,18.0,8.0,108.0,11.730000004172325,47.78461533784866,3.627000007033348,488
144.16315686702728,11.494736656546593,10.0,70.98497122526169,57.3,2733.142857193947,11.684615388512611,8.615384638309479,18.0,8.0,108.0,11.620000004768372,47.6,3.454,488
145.74736738204956,11.62105244398117,11.0,71.76502585411072,57.3,2733.7142857909203,11.707692312076688,8.692307718098164,18.0,8.0,108.0,11.510000005364418,47.6,3.8,488
147.33157789707184,11.747368231415749,11.0,72.54508048295975,57.3,2734.2857143878937,11.730769235640764,8.769230797886848,18.0,8.0,108.0,11.4,47.6,3.8,488
148.91578841209412,11.873684018850327,11.0,73.32513511180878,57.3,2734.857142984867,11.75384615920484,8.846153877675533,18.0,8.0,108.0,11.43999999910593,47.6,3.8,488
150.4999989271164,11.999999806284904,11.0,74.1051897406578,57.3,2735.4285715818405,11.776923082768917,8.923076957464218,18.0,8.0,108.0,11.479999998211861,48.20000002384186,3.8,488
152.08420944213867,12.126315593719482,11.0,74.88524436950684,57.3,2736.0,11.8,9.0,18.0,8.0,108.0,11.519999997317791,48.80000004768372,3.8,488
153.66841995716095,12.25263138115406,11.0,75.66529899835587,57.3,2730.0,11.833333335071803,9.0,18.0,8.0,108.0,11.559999996423722,49.400000071525575,3.8,488
155.25263047218323,12.378947168588638,11.0,76.4453536272049,57.3,2724.0,11.866666670143605,9.0,18.0,8.0,108.0,11.6,50.0,3.8,488
156.8368409872055,12.505262956023216,17.0,77.22540825605392,57.3,2718.0,11.900000005215407,9.0,18.0,8.0,108.0,11.590000000223517,50.0,5.873,488
158.42105150222778,12.631578743457794,18.0,78.00546288490295,52.7,2712.0,11.93333334028721,9.0,18.0,8.0,108.0,11.580000000447034,50.0,6.888,488
160.00526201725006,12.757894530892372,18.0,78.78551751375198,52.7,2706.0,11.966666675359011,9.0,18.0,8.0,108.0,11.570000000670552,50.0,6.888,488
161.58947253227234,12.88421031832695,18.0,79.56557214260101,52.7,2700.0,12.0,9.0,18.0,8.0,108.0,11.56000000089407,50.0,6.888,488
163.17368304729462,13.010526105761528,18.0,80.34562677145004,52.7,2691.666666984558,11.66666665673256,9.0,18.0,8.0,108.0,11.550000001117587,50.0,6.888,488
164.7578935623169,13.136841893196106,14.0,81.12568140029907,52.7,2683.333333969116,11.333333313465118,9.0,18.0,8.0,108.0,11.540000001341104,50.0,5.357,488
166.34210407733917,13.263157680630684,14.0,81.9057360291481,52.7,2675.0000009536743,10.999999970197678,9.0,18.0,8.0,108.0,11.530000001564622,50.0,5.357,488
167.92631459236145,13.389473468065262,14.0,82.68579065799713,52.7,2666.6666679382324,10.666666626930237,9.0,18.0,8.0,108.0,11.520000001788139,50.0,5.357,488
169.51052510738373,13.51578925549984,13.0,83.46584528684616,79.7,2658.3333349227905,10.333333283662796,9.0,18.0,8.0,108.0,11.510000002011656,50.0,2.135,488
171.094735622406,13.642105042934418,13.0,84.24589991569519,79.7,2650.0,10.0,9.0,18.0,8.0,108.0,11.5,50.0,2.135,488
172.67894613742828,13.768420830368996,13.0,85.02595454454422,79.7,2648.0,10.400000005960464,8.899999998509884,18.0,8.0,108.0,11.600000001490116,50.0,2.135,488
174.26315665245056,13.894736617803574,10.0,85.80600917339325,79.7,2646.0,10.800000011920929,8.799999997019768,18.0,8.0,108.0,11.700000002980232,50.0,1.642,488
175.84736716747284,14.021052405238152,10.0,86.58606380224228,79.7,2644.0,11.200000017881393,8.699999995529652,18.0,8.0,108.0,11.800000004470348,50.0,1.642,488
177.43157768249512,14.14736819267273,15.0,87.36611843109131,79.7,2642.0,11.600000023841858,8.599999994039536,18.0,8.0,108.0,11.900000005960464,50.0,2.463,488
179.0157881975174,14.273683980107307,16.0,88.14617305994034,79.7,2640.0,12.0,8.5,18.0,8.0,108.0,12.00000000745058,50.0,2.628,488
180.59999871253967,14.399999767541885,16.0,88.92622768878937,83.3,2645.0,12.0,8.5,18.0,8.0,108.0,12.100000008940697,50.0,2.162,488
182.18420922756195,14.526315554976463,16.0,89.7062823176384,83.3,2650.0,12.0,8.5,18.0,8.0,108.0,12.200000010430813,50.0,2.162,488
183.76841974258423,14.652631342411041,16.0,90.48633694648743,83.3,2638.714285850525,11.971428571268916,8.571428574621677,18.0,8.0,108.0,12.300000011920929,50.0,2.162,488
185.3526302576065,14.77894712984562,21.0,91.26639157533646,83.3,2627.42857170105,11.942857142537832,8.642857149243355,18.0,8.0,108.0,12.4,50.0,2.837,488
186.93684077262878,14.905262917280197,16.0,92.04644620418549,83.3,2616.1428575515747,11.914285713806748,8.714285723865032,18.0,8.0,108.0,12.550000005960465,50.0,2.162,488
188.52105128765106,15.031578704714775,15.333333313465118,92.82650083303452,82.69999997615814,2604.8571434020996,11.885714285075665,8.78571429848671,18.0,8.0,108.0,12.70000001192093,50.0,2.1396666667312383,488
190.10526180267334,15.157894492149353,14.666666626930237,93.60655546188354,82.09999995231628,2593.5714292526245,11.85714285634458,8.857142873108387,18.0,8.0,108.0,12.850000017881394,50.0,2.1173333334624767,488
191.68947231769562,15.284210279583931,14.0,94.38661009073257,81.5,2582.2857151031494,11.828571427613497,8.928571447730064,18.0,8.0,108.0,13.000000023841858,50.0,2.095,488
193.2736828327179,15.410526067018509,12.0,95.1666647195816,76.33333349227905,2571.0,11.8,9.0,18.0,8.0,108.0,13.150000029802323,50.0,1.796,488
194.85789334774017,15.536841854453087,10.0,95.94671934843063,71.1666669845581,2569.5,11.766666664928199,8.83333332836628,18.0,8.0,108.0,13.300000035762787,50.0,1.497,488
196.44210386276245,15.663157641887665,16.0,96.72677397727966,66.0,2568.0,11.733333329856396,8.66666665673256,18.0,8.0,108.0,13.450000041723252,50.0,4.401,488
198.02631437778473,15.789473429322243,16.0,97.50682860612869,71.5,2566.5,11.699999994784594,8.499999985098839,18.0,8.0,108.0,13.6,50.0,3.689,488
199.610524892807,15.91578921675682,16.0,98.28688323497772,71.66666667163372,2565.0,11.666666659712792,8.333333313465118,18.0,8.0,108.0,13.6,50.0,3.689,488
201.19473540782928,16.0421050041914,16.0,99.06693786382675,71.83333334326744,2563.5,11.63333332464099,8.166666641831398,18.0,8.0,108.0,13.6,50.0,3.689,488
202.77894592285156,16.168420791625977,16.0,99.84699249267578,72.0,2562.0,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.624,488
204.36315643787384,16.294736579060555,12.0,100.62704712152481,72.0,2567.5714287757874,11.6,8.0,18.0,8.0,108.0,13.6,50.0,2.718,488
205.94736695289612,16.421052366495132,12.0,101.40710175037384,64.0,2573.1428575515747,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.495,488
207.5315774679184,16.54736815392971,12.0,102.18715637922287,64.0,2578.714286327362,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.495,488
209.11578798294067,16.67368394136429,12.0,102.9672110080719,64.0,2584.2857151031494,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.495,488
210.69999849796295,16.799999728798866,12.0,103.74726563692093,64.0,2589.8571438789368,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.495,488
212.28420901298523,16.926315516233444,12.0,104.52732026576996,64.0,2595.428572654724,11.6,8.0,18.0,8.0,108.0,13.6,50.0,3.495,488
213.8684195280075,17.052631303668022,22.0,105.30737489461899,64.0,2601.0,11.6,8.0,18.0,8.0,108.0,13.6,50.0,6.407,488
215.45263004302979,17.1789470911026,22.0,106.08742952346802,64.0,2601.444444447756,11.566666664928198,8.0,18.0,8.0,108.0,13.6,50.0,6.407,488
217.03684055805206,17.305262878537178,17.0,106.86748415231705,85.0,2601.8888888955116,11.533333329856395,8.0,18.0,8.0,108.0,13.6,50.0,2.063,488
218.62105107307434,17.431578665971756,17.0,107.64753878116608,85.0,2602.3333333432674,11.499999994784593,8.0,18.0,8.0,108.0,13.6,50.0,2.063,488
220.20526158809662,17.557894453406334,25.0,108.4275934100151,85.0,2602.7777777910233,11.466666659712791,8.0,18.0,8.0,108.0,13.6,50.0,3.034,488
221.7894721031189,17.684210240840912,17.0,109.20764803886414,85.0,2603.222222238779,11.433333324640989,8.0,18.0,7.96000000089407,108.0,13.562499998509884,50.0,2.063,488
223.37368261814117,17.81052602827549,17.0,109.98770266771317,85.0,2603.666666686535,11.399999989569187,8.0,18.0,7.920000001788139,108.0,13.524999997019767,50.0,2.063,488
224.95789313316345,17.936841815710068,17.0,110.7677572965622,85.0,2604.1111111342907,11.366666654497385,8.0,18.0,7.880000002682209,108.0,13.487499995529651,50.0,2.063,488
226.54210364818573,18.063157603144646,15.0,111.54781192541122,85.0,2604.5555555820465,11.333333319425583,8.0,18.0,7.840000003576279,108.0,13.449999994039535,50.0,1.82,488
228.126314163208,18.189473390579224,16.0,112.32786655426025,85.0,2605.0,11.3,8.0,18.0,7.8,108.0,13.412499992549419,50.0,1.942,488
229.71052467823029,18.3157891780138,12.0,113.10792118310928,85.0,2607.9090909957886,11.3,8.0,18.0,7.8,108.0,13.374999991059303,50.0,1.456,488
231.29473519325256,18.44210496544838,13.0,113.88797581195831,85.0,2610.818181991577,11.3,8.0,18.0,7.8,108.0,13.337499989569187,50.0,1.578,488
232.87894570827484,18.568420752882957,15.0,114.66803044080734,85.0,2613.7272729873657,11.3,8.0,18.0,7.8,108.0,13.3,50.0,1.82,488
234.46315622329712,18.694736540317535,14.599999994039536,115.44808506965637,85.0,2616.6363639831543,11.3,8.0,18.0,7.762499998509884,108.0,13.075000005960465,50.0,1.7716000002622605,488
236.0473667383194,18.821052327752113,14.199999988079071,116.2281396985054,85.0,2619.545454978943,11.3,8.0,18.0,7.724999997019768,108.0,12.85000001192093,50.0,1.723200000524521,488
237.63157725334167,18.94736811518669,13.799999982118607,117.00819432735443,85.0,2622.4545459747314,11.3,8.0,18.0,7.6874999955296515,108.0,12.625000017881394,50.0,1.6748000007867814,488
239.21578776836395,19.07368390262127,13.399999976158142,117.78824895620346,85.0,2625.36363697052,11.3,8.0,18.0,7.649999994039535,108.0,12.400000023841859,50.0,1.6264000010490418,488
240.79999828338623,19.199999690055847,13.0,118.56830358505249,85.0,2628.2727279663086,11.3,8.0,18.0,7.612499992549419,108.0,12.175000029802323,50.0,1.578,488
242.3842087984085,19.326315477490425,13.0,119.34835821390152,85.0,2631.181818962097,11.3,8.0,18.0,7.574999991059303,108.0,11.950000035762788,50.0,1.578,488
243.9684193134308,19.452631264925003,23.0,120.12841284275055,85.0,2634.0909099578857,11.3,8.0,18.0,7.537499989569187,108.0,11.725000041723252,50.0,2.791,488
245.55262982845306,19.57894705235958,17.0,120.90846747159958,85.0,2637.0,11.3,8.0,18.0,7.5,108.0,11.5,50.0,2.063,488
247.13684034347534,19.70526283979416,16.0,121.68852210044861,85.0,2626.833333015442,11.3,8.0,18.0,7.5,108.0,11.849999994039536,50.0,1.942,488
248.72105085849762,19.831578627228737,16.0,122.46857672929764,85.0,2616.666666030884,11.3,8.0,18.0,7.5,108.0,12.199999988079071,50.0,1.942,488
250.3052613735199,19.957894414663315,16.0,123.24863135814667,85.0,2606.4999990463257,11.3,8.0,18.0,7.5,108.0,12.549999982118607,50.0,1.942,488
251.88947188854218,20.084210202097893,16.0,124.0286859869957,85.0,2596.3333320617676,11.3,8.0,18.0,7.5,108.0,12.899999976158142,50.0,1.942,488
253.47368240356445,20.21052598953247,14.0,124.80874061584473,85.0,2586.1666650772095,11.3,8.0,18.0,7.5,108.0,13.249999970197678,50.0,1.699,488
255.05789291858673,20.33684177696705,14.0,125.58879524469376,85.0,2576.0,11.3,8.0,18.0,7.5,108.0,13.6,50.0,1.699,488
256.642103433609,20.463157564401627,22.0,126.36884987354279,85.0,2595.5,11.3,7.949999999254942,18.0,7.5,108.0,13.470000004768371,50.0,2.67,488
258.2263139486313,20.589473351836205,22.0,127.14890450239182,84.0,2615.0,11.3,7.899999998509884,18.0,7.5,108.0,13.340000009536743,50.0,2.848,488
259.81052446365356,20.715789139270782,22.0,127.92895913124084,84.0,2634.5,11.3,7.849999997764826,18.0,7.5,108.0,13.210000014305114,50.0,2.848,488
261.39473497867584,20.84210492670536,24.0,128.70901376008987,84.0,2654.0,11.3,7.799999997019768,18.0,7.5,108.0,13.080000019073486,50.0,3.107,488
262.9789454936981,20.96842071413994,21.0,129.4890683889389,84.0,2673.5,11.3,7.74999999627471,18.0,7.5,108.0,12.950000023841858,50.0,2.718,488
264.5631560087204,21.094736501574516,21.0,130.26912301778793,84.0,2693.0,11.3,7.699999995529652,18.0,7.5,108.0,12.82000002861023,50.0,2.718,488
266.1473665237427,21.221052289009094,23.0,131.04917764663696,84.0,2712.5,11.3,7.649999994784594,18.0,7.5,108.0,12.6900000333786,50.0,2.977,488
267.73157703876495,21.347368076443672,23.0,131.829232275486,84.0,2732.0,11.3,7.5999999940395355,18.0,7.5,108.0,12.560000038146972,50.0,2.977,488
269.31578755378723,21.47368386387825,23.0,132.60928690433502,80.0,2751.5,11.3,7.5499999932944775,18.0,7.5,108.0,12.430000042915344,50.0,3.721,488
270.8999980688095,21.599999651312828,23.0,133.38934153318405,80.0,2771.0,11.3,7.5,18.0,7.5,108.0,12.3,50.0,3.721,488
272.4842085838318,21.726315438747406,21.0,134.16939616203308,80.0,2770.8571428507566,11.257142855972052,7.514285714365542,18.0,7.457142855972052,108.0,12.485714289546014,50.0,3.398,488
274.06841909885406,21.852631226181984,24.0,134.9494507908821,80.0,2770.7142857015133,11.214285711944104,7.528571428731084,18.0,7.414285711944103,108.0,12.671428579092026,50.0,3.883,488
275.65262961387634,21.978947013616562,24.0,135.72950541973114,80.0,2770.57142855227,11.171428567916156,7.542857143096626,18.0,7.371428567916155,108.0,12.85714286863804,50.0,3.883,488
277.2368401288986,22.10526280105114,23.0,136.50956004858017,80.0,2770.4285714030266,11.128571423888207,7.557142857462168,18.0,7.3285714238882065,108.0,13.042857158184052,50.0,3.721,488
278.8210506439209,22.231578588485718,23.0,137.2896146774292,80.0,2770.285714253783,11.085714279860259,7.57142857182771,18.0,7.285714279860258,108.0,13.228571447730065,50.0,3.721,488
280.4052611589432,22.357894375920296,25.0,138.06966930627823,80.0,2770.14285710454,11.04285713583231,7.585714286193252,18.0,7.24285713583231,108.0,13.414285737276078,50.0,4.045,488
281.98947167396545,22.484210163354874,24.0,138.84972393512726,80.0,2770.0,11.0,7.6,18.0,7.2,108.0,13.6,50.0,3.883,488
283.57368218898773,22.61052595078945,22.75,139.6297785639763,80.0,2734.2000007629395,10.92000000178814,8.079999989271164,18.0,7.275000002980232,108.0,13.449999994039535,50.0,3.6807499961853027,488
285.15789270401,22.73684173822403,21.5,140.40983319282532,80.0,2698.400001525879,10.840000003576279,8.559999978542328,18.0,7.350000005960465,108.0,13.29999998807907,50.0,3.4784999923706055,488
286.7421032190323,22.863157525658607,20.25,141.18988782167435,80.0,2662.6000022888184,10.760000005364418,9.039999967813491,18.0,7.425000008940697,108.0,13.149999982118606,50.0,3.276249988555908,488
288.32631373405457,22.989473313093185,19.0,141.96994245052338,80.0,2626.800003051758,10.680000007152557,9.519999957084655,18.0,7.5,108.0,13.0,50.0,3.074,488
289.91052424907684,23.115789100527763,21.0,142.7499970793724,80.0,2591.0,10.6,10.0,18.0,9.5,108.0,13.066666670143604,50.0,3.398,488
291.4947347640991,23.24210488796234,24.0,143.53005170822144,80.0,2593.0,10.750000005960464,10.0,18.0,9.5,108.0,13.133333340287209,50.0,3.883,488
293.0789452791214,23.36842067539692,23.0,144.31010633707047,80.0,2595.0,10.900000011920929,10.0,18.0,9.5,108.0,13.200000010430813,50.0,3.721,488
294.6631557941437,23.494736462831497,22.0,145.0901609659195,80.0,2597.0,11.050000017881393,10.0,18.0,9.5,108.0,13.266666680574417,50.0,3.56,488
296.24736630916595,23.621052250266075,22.0,145.87021559476852,80.0,2599.0,11.200000023841858,10.0,18.0,9.5,108.0,13.333333350718021,50.0,3.56,488
297.83157682418823,23.747368037700653,27.0,146.65027022361755,65.0,2601.0,11.350000029802322,10.0,18.0,9.5,108.0,13.400000020861626,50.0,7.645,488
299.4157873392105,23.87368382513523,27.0,147.43032485246658,65.0,2603.0,11.5,10.0,18.0,9.5,108.0,13.46666669100523,50.0,7.645,488
301.0,24.0,24.0,148.2103794813156,65.0,2603.0,11.5,10.0,18.0,9.299999997019768,108.0,13.533333361148834,50.0,6.796,488
365.0,23.0,23.0,148.99043411016464,65.7,2603.0,11.5,10.0,18.0,9.099999994039536,108.0,13.6,50.0,6.382,488
337.0,24.0,24.0,149.77048873901367,65.7,2603.0,11.5,10.0,18.0,8.899999991059303,108.0,13.619999999552965,50.0,6.66,488
345.0,24.0,22.0,150.5505433678627,65.7,2603.0,11.5,10.0,18.0,8.699999988079071,108.0,13.63999999910593,50.0,6.105,488
353.0,24.0,22.0,151.33059799671173,65.7,2603.0,11.5,10.0,18.0,8.499999985098839,108.0,13.659999998658895,50.0,6.105,488
361.0,24.0,22.0,152.11065262556076,65.7,2603.0,11.5,10.0,18.0,8.299999982118607,108.0,13.67999999821186,50.0,6.105,488
369.0,24.0,24.0,152.8907072544098,65.7,2603.0,11.5,10.0,18.0,8.099999979138374,108.0,13.699999997764825,50.0,6.66,488
293.5,23.0,24.0,153.67076188325882,65.7,2603.0,11.5,10.0,18.0,7.899999976158142,108.0,13.71999999731779,50.0,6.66,488
218.0,22.0,24.0,154.45081651210785,65.7,2603.0,11.5,10.0,18.0,7.69999997317791,108.0,13.739999996870756,50.0,6.66,488
54.0,15.0,22.0,155.23087114095688,65.7,2603.0,11.5,10.0,18.0,7.5,108.0,13.759999996423721,50.0,6.105,488
43.0,13.0,15.0,156.0109257698059,65.7,2603.0,11.5,10.0,18.0,7.5,108.0,13.779999995976686,50.0,4.162,488
36.0,11.0,13.0,156.79098039865494,61.0,2603.0,11.5,10.0,18.0,7.5,108.0,13.8,50.0,4.102,488
123.66666412353516,14.0,11.0,157.57103502750397,61.0,2521.0,9.3,8.0,18.0,7.5,108.0,13.774999999627472,50.0,3.471,488
211.3333282470703,17.0,11.0,158.351089656353,61.0,2521.0,9.3,8.0,18.0,7.5,108.0,13.749999999254943,50.0,3.471,488
299.0,20.0,20.0,159.13114428520203,61.0,2521.0,9.3,8.0,18.0,7.5,108.0,13.724999998882414,50.0,6.31,488
71.0,16.0,20.0,159.91119891405106,61.0,2521.0,9.3,8.0,18.0,7.5,108.0,13.699999998509885,50.0,6.31,488
127.75,16.0,16.0,160.69125354290009,61.0,2521.0,9.3,8.0,18.0,7.5,108.0,13.674999998137356,50.0,5.048,488
184.5,16.0,16.0,161.47130817174911,61.0,2530.0,9.350000000745059,7.875,18.0,7.5,108.0,13.649999997764827,50.0,5.048,488
241.25,16.0,16.0,162.25136280059814,61.0,2539.0,9.400000001490117,7.75,18.0,7.5,108.0,13.624999997392298,50.0,5.048,488
298.0,16.0,16.0,163.03141742944717,61.0,2548.0,9.450000002235175,7.625,18.0,7.5,108.0,13.6,50.0,5.048,488
102.0,19.0,16.0,163.8114720582962,66.7,2557.0,9.5,7.5,18.0,7.5,108.0,13.32857141494751,50.0,4.31,488
308.0,24.0,19.0,164.59152668714523,66.7,2557.0,9.5,7.5,18.0,7.5,108.0,13.05714282989502,50.0,5.119,488
304.0,21.0,19.5,165.37158131599426,66.95,2557.0,9.5,7.5,18.0,7.5,108.0,12.785714244842529,50.0,5.212999996781349,488
330.0,21.0,20.0,166.1516359448433,67.2,2557.0,9.5,7.5,18.0,7.5,108.0,12.514285659790039,50.0,5.307,488
